pdf,page,text,context,layout,text_source,class,label_source,confidence,needs_review,proposed_reason
test.pdf,3,σ_{m} - гидростатическое напряжение;,"\frac{3}{2}σ_{i}^{(cid:48)}_{j}σ_{i}^{(cid:48)}_{j} + gσ_{m}^{2} − σ ̄^{2} = 0 (1) где σ_{i}^{(cid:48)}_{j} - девиатор напряжений; g - малая положительная константа ( 0, 01 − 0, 0001 ); σ ̄ - интенсивность напряжений. Конечно-элементная математическая модель дополнена возможностью про- гнозирования образования и развития трещин с использованием критерия В.Л. Колмогорова в виде (2) или (3) в зависимости от условий задачи и принимаемых допущений. n (cid:88) Ψ = Ψ^{A}_{i} < 1 (2) i=1 где Ψ - скалярная мера поврежденности =A (K, μ_{σ}) (cid:32) _{n} (cid:33)_{α} (cid:88) ψ = G ψ_{i} ; i=1 (cid:18) (cid:90) (cid:19)\frac{1}{β+1} ψ_{i} = 1 − 1 − \frac{Hdτ}{ΛP} (3)","{""lines_latex"": [""σ_{m} - гидростатическое напряжение;""], ""lines_plain"": [""σ_{m} - гидростатическое напряжение;""], ""text_plain"": ""σ_{m} - гидростатическое напряжение;"", ""font_size"": 9.962600000000066, ""n_subscript"": 1, ""n_superscript"": 0, ""math_font_ratio"": 0.06666666666666667, ""italic_ratio"": 0.0, ""fonts"": {""CMMI10"": 1, ""CMMI7"": 1, ""SFRM1000"": 28}, ""cid_artifacts"": 0}",text_layer,physics,подтверждено,0.856,0,определение гидростатического напряжения
test2.pdf,2,MnO + SiO_{2} = MnSiO_{3},"Рассмотрим влияние основности и выхода шлака на степень вос‐ становления марганца. Оксид марганца обладает основными свойствами. Если шлак при выплавке чугуна кислый, то есть содержит большое количество SiO_{2}, то MnO будет взаимодействовать с оксидом кремния по реакции Восстановление марганца из получающегося при этом силиката марганца сопровождается еще большими затратами тепла, требует бо‐ лее высоких температур, чем при восстановлении из MnO: MnSiO_{3} + C = Mn + CO + SiO_{2} –5850 кДж/кг Mn При основных шлаках (шлаках с высоким содержанием CaO) SiO_{2} взаимодействует с оксидом кальция, который является более силь‐ ным основанием, чем MnO, и не препятствует восстановлению мар‐ ганца. Таким образом, вторым условием получения марганцовистых чу‐ гунов является повышение основности шлака. На степень восстановления марганца большое влияние оказыва‐ ет количество шлака, что отражено в формуле баланса марганца, за‐ писанного в расчете на 1 т чугуна:","{""lines_latex"": [""MnO + SiO_{2} = MnSiO_{3}""], ""lines_plain"": [""MnO + SiO2 = MnSiO3""], ""text_plain"": ""MnO + SiO2 = MnSiO3"", ""font_size"": 12.0, ""n_subscript"": 2, ""n_superscript"": 0, ""math_font_ratio"": 0.0, ""italic_ratio"": 0.0, ""fonts"": {""Newton-Regular"": 15}, ""cid_artifacts"": 0}",text_layer,chemistry,грамматика,1.0,0,
test2.pdf,2,MnSiO_{3} + C = Mn + CO + SiO_{2} –5850 кДж/кг Mn,"MnO + SiO_{2} = MnSiO_{3} Восстановление марганца из получающегося при этом силиката марганца сопровождается еще большими затратами тепла, требует бо‐ лее высоких температур, чем при восстановлении из MnO: При основных шлаках (шлаках с высоким содержанием CaO) SiO_{2} взаимодействует с оксидом кальция, который является более силь‐ ным основанием, чем MnO, и не препятствует восстановлению мар‐ ганца. Таким образом, вторым условием получения марганцовистых чу‐ гунов является повышение основности шлака. На степень восстановления марганца большое влияние оказыва‐ ет количество шлака, что отражено в формуле баланса марганца, за‐ писанного в расчете на 1 т чугуна: (cid:31)Mn_{i}R_{i} (cid:30)1� Mn (cid:27) Ш Mn (cid:29) (cid:28) (cid:26) (cid:25), (2.7) Mn_{i} Mn где — содержание в i‐м компоненте доменной шихты, доли R_{i} Mn ед.; — расход i‐го материала, т/т чугуна; (cid:31) (cid:30) — содержание марган‐ Ш Mn ца в чугуне, доли ед.; — выход шлака, т/т чугуна; (cid:31) (cid:30) — содержа‐ ние марганца в шлаке, доли ед.","{""lines_latex"": [""MnSiO_{3} + C = Mn + CO + SiO_{2} –5850 кДж/кг Mn""], ""lines_plain"": [""MnSiO3 + C = Mn + CO + SiO2 –5850 кДж/кг Mn""], ""text_plain"": ""MnSiO3 + C = Mn + CO + SiO2 –5850 кДж/кг Mn"", ""font_size"": 12.0, ""n_subscript"": 2, ""n_superscript"": 0, ""math_font_ratio"": 0.0, ""italic_ratio"": 0.0, ""fonts"": {""Newton-Regular"": 32}, ""cid_artifacts"": 0}",text_layer,chemistry,грамматика,1.0,0,
test2.pdf,3,Ш = \frac{M_{шл}}{M_{чуг}}.,"2. Доменный процесс Выход шлака — отношение массы шлака к массе чугуна: При определенном нагреве печи и основности шлака между кон‐ центрациями марганца в шлаке и чугуне устанавливается постоянное соотношение, которое в общем случае является функцией температу‐ ры в печи и основности шлака: (cid:26) (cid:23) \frac{(cid:31)Mn(cid:30)}{(cid:29)Mn(cid:28)} \frac{(cid:31)CaO(cid:30)}{(cid:31)SiO_{2}(cid:30)} (2.8) (cid:24) (cid:21) (cid:24) (cid:25) (cid:22) L_{Mn} где — коэффициент распределения марганца (уменьшается с ро‐ стом температуры и основности шлака); t — температура шлака. С учетом соотношения (2.8) балансовое уравнение (2.7) можно представить в следующем виде: Mn (cid:29) \frac{(cid:28)Mn_{i}R_{i}}{1(cid:27) L_{Mn}Ш} (cid:31) (cid:30) . (2.9)","{""lines_latex"": [""Ш = \\frac{M_{шл}}{M_{чуг}}.""], ""lines_plain"": [""Ш = (M_{шл})/(M_{чуг}).""], ""text_plain"": ""Ш = (M_{шл})/(M_{чуг})."", ""font_size"": 11.5, ""n_subscript"": 0, ""n_superscript"": 0, ""math_font_ratio"": 0.25, ""italic_ratio"": 0.0, ""fonts"": {""NewtonC"": 2, ""SymbolMT"": 1, ""synthetic"": 1}, ""cid_artifacts"": 0}",text_layer,chemistry,подтверждено,0.825,0,"выход шлака как балансовое отношение масс, по смыслу рядом с выходом реакции"
test2.pdf,4,SiO_{2} + C = SiO↑ + CO SiO + C = Si + CO,"2.3. Восстановление примесных элементов В доменной печи SiO_{2} восстанавливается из золы кокса. Реакция протекает через промежуточный оксид SiO, который легко испаряется и в условиях доменной плавки и находится в газообразном состоянии: Суммарная реакция имеет следующий вид: SiO_{2} + 2C = Si + 2CO –22,7 МДж/кг Si Реакция восстановления кремния эндотермическая, поэтому чем выше температура, тем выше скорость реакции, то есть количество вос‐ становленного кремния в единицу времени. Следовательно, при вы‐ соких температурах в печи содержание кремния в чугуне будет выше.","{""lines_latex"": [""SiO_{2} + C = SiO↑ + CO"", ""SiO + C = Si + CO""], ""lines_plain"": [""SiO2 + C = SiO↑ + CO"", ""SiO + C = Si + CO""], ""text_plain"": ""SiO2 + C = SiO↑ + CO SiO + C = Si + CO"", ""font_size"": 12.0, ""n_subscript"": 1, ""n_superscript"": 0, ""math_font_ratio"": 0.0386100386100386, ""italic_ratio"": 0.0, ""fonts"": {""Newton-Regular"": 24, ""Symbol"": 1}, ""cid_artifacts"": 0}",text_layer,chemistry,грамматика,1.0,0,
test2.pdf,4,"SiO_{2} + 2C = Si + 2CO –22,7 МДж/кг Si","SiO_{2} + C = SiO↑ + CO SiO + C = Si + CO Суммарная реакция имеет следующий вид: Реакция восстановления кремния эндотермическая, поэтому чем выше температура, тем выше скорость реакции, то есть количество вос‐ становленного кремния в единицу времени. Следовательно, при вы‐ соких температурах в печи содержание кремния в чугуне будет выше.","{""lines_latex"": [""SiO_{2} + 2C = Si + 2CO –22,7 МДж/кг Si""], ""lines_plain"": [""SiO2 + 2C = Si + 2CO –22,7 МДж/кг Si""], ""text_plain"": ""SiO2 + 2C = Si + 2CO –22,7 МДж/кг Si"", ""font_size"": 12.0, ""n_subscript"": 1, ""n_superscript"": 0, ""math_font_ratio"": 0.0, ""italic_ratio"": 0.0, ""fonts"": {""Newton-Regular"": 27}, ""cid_artifacts"": 0}",text_layer,chemistry,грамматика,1.0,0,
test2.pdf,4,CaSiO_{3} + 2C = Si + CaO + 2CO –26 МДж/кг Si,"Поскольку процесс восстановления кремния идет с увеличени‐ ем объема газовой фазы, увеличение давления в доменной печи будет затруднять восстановление кремния. Опыт работы современных до‐ менных печей на повышенном давлении подтверждает данный факт. Содержание кремния в передельном чугуне при нормальном темпе‐ ратурном режиме может составлять до 0,1 %. SiO_{2} — кислотный оксид, и в основных шлаках он связывается ок‐ сидом кальция в силикаты кальция (CaSiO_{3}). Восстановление кремния из CaSiO_{3} требует еще больших затрат тепла и, следовательно, еще бо‐ лее высоких температур: Поэтому чем ниже основность шлаков, тем лучше условия восста‐ новления кремния. Количество шлака также оказывает влияние на степень восстанов‐ ления кремния. Чем меньше шлака, тем ниже затраты тепла на про‐ 59 2.3. Восстановление примесных элементов Вследствие указанных причин процесс восстановления фосфора идет практически необратимо:","{""lines_latex"": [""CaSiO_{3} + 2C = Si + CaO + 2CO –26 МДж/кг Si""], ""lines_plain"": [""CaSiO3 + 2C = Si + CaO + 2CO –26 МДж/кг Si""], ""text_plain"": ""CaSiO3 + 2C = Si + CaO + 2CO –26 МДж/кг Si"", ""font_size"": 12.0, ""n_subscript"": 1, ""n_superscript"": 0, ""math_font_ratio"": 0.0, ""italic_ratio"": 0.0, ""fonts"": {""Newton-Regular"": 31}, ""cid_artifacts"": 0}",text_layer,chemistry,грамматика,1.0,0,
test2.pdf,5,"Ca_{3}(PO_{4})_{2} + 3SiO_{2} + 5C = 2P_{FeP}↓ + 3CaSiO_{3} + 5CO –26,7 кДж/кг P","2.3. Восстановление примесных элементов Вследствие указанных причин процесс восстановления фосфора идет практически необратимо: Таким образом, учитывая, что фосфор полностью переходит в чу‐ гун, единственным средством борьбы с ним при производстве чугуна является использование чистых по фосфору шихтовых материалов. Восстановление прочих оксидов. Помимо рассмотренных выше компонентов, в шихтовых материалах могут присутствовать оксиды цветных и щелочных металлов: кальция, алюминия, магния, никеля, кобальта, меди, свинца, цинка, хрома, титана, ванадия, калия, натрия.","{""lines_latex"": [""Ca_{3}(PO_{4})_{2} + 3SiO_{2} + 5C = 2P_{FeP}↓ + 3CaSiO_{3} + 5CO –26,7 кДж/кг P""], ""lines_plain"": [""Ca3(PO4)2 + 3SiO2 + 5C = 2P_{FeP}↓ + 3CaSiO3 + 5CO –26,7 кДж/кг P""], ""text_plain"": ""Ca3(PO4)2 + 3SiO2 + 5C = 2P_{FeP}↓ + 3CaSiO3 + 5CO –26,7 кДж/кг P"", ""font_size"": 12.0, ""n_subscript"": 8, ""n_superscript"": 0, ""math_font_ratio"": 0.02040816326530612, ""italic_ratio"": 0.0, ""fonts"": {""Newton-Regular"": 48, ""Symbol"": 1}, ""cid_artifacts"": 0}",text_layer,chemistry,грамматика,1.0,0,
test2.pdf,6,"Fe + SO_{2} + 2C = FeS + 2CO, FeO + SO_{2} + 3C = FeS + 3CO","S + O_{2} = SO_{2} Поднимаясь с газами через слой раскаленных материалов, в запле‐ чиках и распаре печи сернистый газ взаимодействует с Fe, FeO и угле‐ родом с образованием сульфидов железа (FeS) по реакциям При взаимодействии сернистого газа с оксидами кальция образу‐ ется CaS: CaO + SO_{2} + 3C = CaS + 3CO В этих процессах сера восстанавливается из SO_{2} до элементной серы и взаимодействует с Fe, Ca, образуя соответствующие сульфиды. 62 2.4. Десульфурация чугуна в доменной печи","{""lines_latex"": [""Fe + SO_{2} + 2C = FeS + 2CO,"", ""FeO + SO_{2} + 3C = FeS + 3CO""], ""lines_plain"": [""Fe + SO2 + 2C = FeS + 2CO,"", ""FeO + SO2 + 3C = FeS + 3CO""], ""text_plain"": ""Fe + SO2 + 2C = FeS + 2CO, FeO + SO2 + 3C = FeS + 3CO"", ""font_size"": 12.0, ""n_subscript"": 2, ""n_superscript"": 0, ""math_font_ratio"": 0.0, ""italic_ratio"": 0.0, ""fonts"": {""Newton-Regular"": 36}, ""cid_artifacts"": 0}",text_layer,chemistry,грамматика,1.0,0,
test2.pdf,6,CaO + SO_{2} + 3C = CaS + 3CO,"Fe + SO_{2} + 2C = FeS + 2CO, FeO + SO_{2} + 3C = FeS + 3CO При взаимодействии сернистого газа с оксидами кальция образу‐ ется CaS: В этих процессах сера восстанавливается из SO_{2} до элементной серы и взаимодействует с Fe, Ca, образуя соответствующие сульфиды. 62 2.4. Десульфурация чугуна в доменной печи Попавшие в доменную печь сульфаты при высоких температурах будут восстанавливаться углеродом по реакции CaSO_{4} + 4C = CaS + 4CO","{""lines_latex"": [""CaO + SO_{2} + 3C = CaS + 3CO""], ""lines_plain"": [""CaO + SO2 + 3C = CaS + 3CO""], ""text_plain"": ""CaO + SO2 + 3C = CaS + 3CO"", ""font_size"": 12.0, ""n_subscript"": 1, ""n_superscript"": 0, ""math_font_ratio"": 0.0, ""italic_ratio"": 0.0, ""fonts"": {""Newton-Regular"": 18}, ""cid_artifacts"": 0}",text_layer,chemistry,грамматика,1.0,0,
test2.pdf,7,CaSO_{4} + 4C = CaS + 4CO,"2.4. Десульфурация чугуна в доменной печи Попавшие в доменную печь сульфаты при высоких температурах будут восстанавливаться углеродом по реакции Входящий в состав железорудных материалов пирит (FeS_{2}) диссоци‐ ирует с образованием FeS и S, которая увлекается газами и, проходя че‐ рез слой материалов, может взаимодействовать с FeO с образованием FeS. Таким образом, в результате описанных процессов сера будет нахо‐ диться либо в виде FeS, хорошо растворимого в чугуне, либо в виде CaS, растворимого в шлаке и нерастворимого в чугуне. Для того чтобы получить чистый по сере металл, необходимо как можно больше серы перевести в CaS, то есть в шлак. В условиях домен‐ ной плавки это возможно в результате реакции обмена: [FeS] + (CaO) = (CaS) + (FeO) Поскольку атмосфера в доменной печи восстановительная, то FeO восстанавливается углеродом. Данное обстоятельство является харак‐ терной особенностью десульфурации в доменных печах, обеспечиваю‐ щей необратимость суммарной реакции:","{""lines_latex"": [""CaSO_{4} + 4C = CaS + 4CO""], ""lines_plain"": [""CaSO4 + 4C = CaS + 4CO""], ""text_plain"": ""CaSO4 + 4C = CaS + 4CO"", ""font_size"": 12.0, ""n_subscript"": 1, ""n_superscript"": 0, ""math_font_ratio"": 0.0, ""italic_ratio"": 0.0, ""fonts"": {""Newton-Regular"": 16}, ""cid_artifacts"": 0}",text_layer,chemistry,грамматика,1.0,0,
test2.pdf,7,[FeS] + (CaO) = (CaS) + (FeO),"Таким образом, в результате описанных процессов сера будет нахо‐ диться либо в виде FeS, хорошо растворимого в чугуне, либо в виде CaS, растворимого в шлаке и нерастворимого в чугуне. Для того чтобы получить чистый по сере металл, необходимо как можно больше серы перевести в CaS, то есть в шлак. В условиях домен‐ ной плавки это возможно в результате реакции обмена: Поскольку атмосфера в доменной печи восстановительная, то FeO восстанавливается углеродом. Данное обстоятельство является харак‐ терной особенностью десульфурации в доменных печах, обеспечиваю‐ щей необратимость суммарной реакции: [FeS] + (CaO) +[C] = (CaS) + [Fe] + CO –5980 кДж/кг S. Вещества, участвующие в процессе десульфурации, находятся либо в чугуне (FeS, Fe, C), либо в шлаке (CaO, CaS), поэтому процесс де‐ сульфурации может протекать на границе их раздела. Наиболее бла‐ гоприятные условия для его развития создаются в горне печи, когда капли чугуна проходят через слой шлака.","{""lines_latex"": [""[FeS] + (CaO) = (CaS) + (FeO)""], ""lines_plain"": [""[FeS] + (CaO) = (CaS) + (FeO)""], ""text_plain"": ""[FeS] + (CaO) = (CaS) + (FeO)"", ""font_size"": 12.0, ""n_subscript"": 0, ""n_superscript"": 0, ""math_font_ratio"": 0.0, ""italic_ratio"": 0.0, ""fonts"": {""Newton-Regular"": 23}, ""cid_artifacts"": 0}",text_layer,chemistry,грамматика,1.0,0,
test2.pdf,7,[FeS] + (CaO) +[C] = (CaS) + [Fe] + CO –5980 кДж/кг S.,"[FeS] + (CaO) = (CaS) + (FeO) Поскольку атмосфера в доменной печи восстановительная, то FeO восстанавливается углеродом. Данное обстоятельство является харак‐ терной особенностью десульфурации в доменных печах, обеспечиваю‐ щей необратимость суммарной реакции: Вещества, участвующие в процессе десульфурации, находятся либо в чугуне (FeS, Fe, C), либо в шлаке (CaO, CaS), поэтому процесс де‐ сульфурации может протекать на границе их раздела. Наиболее бла‐ гоприятные условия для его развития создаются в горне печи, когда капли чугуна проходят через слой шлака.","{""lines_latex"": [""[FeS] + (CaO) +[C] = (CaS) + [Fe] + CO –5980 кДж/кг S.""], ""lines_plain"": [""[FeS] + (CaO) +[C] = (CaS) + [Fe] + CO –5980 кДж/кг S.""], ""text_plain"": ""[FeS] + (CaO) +[C] = (CaS) + [Fe] + CO –5980 кДж/кг S."", ""font_size"": 12.0, ""n_subscript"": 0, ""n_superscript"": 0, ""math_font_ratio"": 0.0, ""italic_ratio"": 0.0, ""fonts"": {""Newton-Regular"": 42}, ""cid_artifacts"": 0}",text_layer,chemistry,грамматика,1.0,0,
test3.pdf,2,−ln(η)+ln(β)+ln(λ)=0 (1.4),"(1.3) или, после логарифмирования: Следовательно, алгебраическая сумма логарифмов коэффициентов деформации по трем взаимно перпендикулярным направлениям равна нулю. При выполнении технологических расчетов при продольной прокатке используются следующие величины, характеризующие деформацию: - абсолютное обжатие за проход: Δh=h_{0}–h_{1,} или за n проходов Δh_{Σ}=h_{0}–h_{n}; 11","{""lines_latex"": [""−ln(η)+ln(β)+ln(λ)=0 (1.4)""], ""lines_plain"": [""−ln(η)+ln(β)+ln(λ)=0 (1.4)""], ""text_plain"": ""−ln(η)+ln(β)+ln(λ)=0 (1.4)"", ""font_size"": 11.013153036732007, ""n_subscript"": 0, ""n_superscript"": 0, ""math_font_ratio"": 0.16, ""italic_ratio"": 0.0, ""fonts"": {""Symbol"": 4, ""Times New Roman"": 21}, ""cid_artifacts"": 0}",text_layer,physics,подтверждено,1.0,0,связь логарифмов коэффициентов деформации; величины физические
test3.pdf,2,или за n проходов Δh_{Σ}=h_{0}–h_{n};,"При выполнении технологических расчетов при продольной прокатке используются следующие величины, характеризующие деформацию: - абсолютное обжатие за проход: Δh=h_{0}–h_{1,} 11 - относительное обжатие за проход е = -^ 100% 0 или за несколько проходов ε_{Σ}=\frac{h_{0} −h_{n}}{h_{0}}; - абсолютное уширение Δb=b_{1}–b_{0};","{""lines_latex"": [""или за n проходов Δh_{Σ}=h_{0}–h_{n};""], ""lines_plain"": [""или за n проходов Δh_{Σ}=h0–h_{n};""], ""text_plain"": ""или за n проходов Δh_{Σ}=h0–h_{n};"", ""font_size"": 14.040000000000006, ""n_subscript"": 3, ""n_superscript"": 0, ""math_font_ratio"": 0.0, ""italic_ratio"": 0.2916666666666667, ""fonts"": {""Times New Roman"": 17, ""Times New Roman,Italic"": 7}, ""cid_artifacts"": 0}",text_layer,physics,подтверждено,1.0,0,абсолютное обжатие за несколько проходов прокатки
test3.pdf,3,ε_{Σ}=\frac{h_{0} −h_{n}}{h_{0}}; - абсолютное уширение Δb=b_{1}–b_{0};,"е = -^ 100% 0 или за несколько проходов - коэффициент вытяжки за проход <6 _ 1:1 Й1'Ь1) за несколько проходов а =В_. УОВ , п п или","{""lines_latex"": [""ε_{Σ}=\\frac{h_{0} −h_{n}}{h_{0}};"", ""- абсолютное уширение Δb=b_{1}–b_{0};""], ""lines_plain"": [""ε_{Σ}=(h0 −h_{n})/(h0);"", ""- абсолютное уширение Δb=b1–b0;""], ""text_plain"": ""ε_{Σ}=(h0 −h_{n})/(h0); - абсолютное уширение Δb=b1–b0;"", ""font_size"": 14.039999999999964, ""n_subscript"": 3, ""n_superscript"": 0, ""math_font_ratio"": 0.1703703703703704, ""italic_ratio"": 0.10251322751322751, ""fonts"": {""Symbol"": 2, ""Times New Roman"": 25, ""synthetic"": 1, ""Times New Roman,Italic"": 5}, ""cid_artifacts"": 0}",text_layer,physics,подтверждено,0.999,0,относительная деформация и абсолютное уширение
test3.pdf,4,δ = h_{1} – s_{0} (3.1),"3.2. Теоретическое введение Рабочая клеть прокатного стана, как и всякая другая конструкция, представляет собой упругую систему. Под действием силы прокатки ее детали упруго деформируются: стойки станин растягиваются, поперечины станин прогибаются, валки прогибаются и сплющиваются, многие детали (подшипники, подушки, нажимные винты, гайки, подпятники и др.) сжимаются. В результате всех этих деформаций зазор между валками увеличивается. Разность между зазором во время прокатки и начальным зазором между ненагруженными валками называется пружиной рабочей клети. Зазор между валками в момент прокатки равен толщине выходящей полосы (если пренебречь очень малым упругим восстановлением толщины полосы после прокатки); поэтому пружину можно представить в виде: где h_{1} — толщина полосы на выходе из валков; s_{0} — зазор между ненагруженными валками. Пружина рабочей клети δ зависит в основном от усилия прокатки и может быть представлена в виде графика рис. 3.1. 39 э 5 б, мм Рис. 3.1 Типичный вид зависимости пружины рабочей клети от силы","{""lines_latex"": [""δ = h_{1} – s_{0} (3.1)""], ""lines_plain"": [""δ = h1 – s0 (3.1)""], ""text_plain"": ""δ = h1 – s0 (3.1)"", ""font_size"": 14.04000000000002, ""n_subscript"": 2, ""n_superscript"": 0, ""math_font_ratio"": 0.0, ""italic_ratio"": 0.3333333333333333, ""fonts"": {""Times New Roman"": 8, ""Times New Roman,Italic"": 4}, ""cid_artifacts"": 0}",text_layer,physics,подтверждено,0.991,0,пружина прокатной клети
test3.pdf,6,"δ=s_{1}+\frac{P}{tgθ}=s_{1}+\frac{P}{M_{k}}, (3.4)","(3.3) Из графика упругой линии клети на рисунке 1.1 находим: где – приращение валкового зазора при очень малом усилии (сумма зазоров в контактах нагружаемых деталей). Подставив выражение в приведенные выше формулы, получим: (3.5) Если пренебречь величиной S_{1} или включить ее в S_{0}, то получим: h_{1}=s_{0}+\frac{P}{M_{k}} (3.6)","{""lines_latex"": [""δ=s_{1}+\\frac{P}{tgθ}=s_{1}+\\frac{P}{M_{k}}, (3.4)""], ""lines_plain"": [""δ=s1+(P)/(tgθ)=s1+(P)/(M_{k}), (3.4)""], ""text_plain"": ""δ=s1+(P)/(tgθ)=s1+(P)/(M_{k}), (3.4)"", ""font_size"": 14.04000000000002, ""n_subscript"": 2, ""n_superscript"": 0, ""math_font_ratio"": 0.29411764705882354, ""italic_ratio"": 0.11764705882352941, ""fonts"": {""Symbol"": 5, ""Times New Roman,Italic"": 2, ""Times New Roman"": 8, ""synthetic"": 2}, ""cid_artifacts"": 0}",text_layer,physics,подтверждено,0.997,0,пружина клети через модуль жесткости
test3.pdf,6,h_{1}=s_{0}+\frac{P}{M_{k}} (3.6),"(3.5) Если пренебречь величиной S_{1} или включить ее в S_{0}, то получим: 41 (3.7) Рабочие валки. Стрелу прогиба валка определяют по формуле (рисунок 3.1.1): (3.8)","{""lines_latex"": [""h_{1}=s_{0}+\\frac{P}{M_{k}} (3.6)""], ""lines_plain"": [""h1=s0+(P)/(M_{k}) (3.6)""], ""text_plain"": ""h1=s0+(P)/(M_{k}) (3.6)"", ""font_size"": 14.039999999999992, ""n_subscript"": 2, ""n_superscript"": 0, ""math_font_ratio"": 0.16666666666666666, ""italic_ratio"": 0.16666666666666666, ""fonts"": {""Times New Roman,Italic"": 2, ""Times New Roman"": 7, ""Symbol"": 2, ""synthetic"": 1}, ""cid_artifacts"": 0}",text_layer,physics,подтверждено,0.986,0,толщина полосы на выходе через модуль жесткости клети
test3.pdf,8,"; ; f_{3}=\frac{1,2p_{1}l_{1}}{2GF_{1}}; где ; ; ;","f_{3} – деформация поперечин от действия поперечных сил; 43 p_{1}=\frac{p}{2} - усилие, растягивающие станину, кг; l_{1}; - длина поперечин и стоек, считая между нейтральными осями, мм; - изгибающий момент и момент инерции поперечин, кН∙мм^{2} и мм^{4}; - момент инерции стоек, мм^{4};","{""lines_latex"": ["";"", "";"", ""f_{3}=\\frac{1,2p_{1}l_{1}}{2GF_{1}};"", ""где ; ;"", "";""], ""lines_plain"": ["";"", "";"", ""f3=(1,2p1l1)/(2GF1);"", ""где ; ;"", "";""], ""text_plain"": ""; ; f3=(1,2p1l1)/(2GF1); где ; ; ;"", ""font_size"": 14.039999999999964, ""n_subscript"": 1, ""n_superscript"": 0, ""math_font_ratio"": 0.13333333333333333, ""italic_ratio"": 0.13333333333333333, ""fonts"": {""Times New Roman"": 10, ""Times New Roman,Italic"": 1, ""Symbol"": 1, ""synthetic"": 1}, ""cid_artifacts"": 0}",text_layer,physics,подтверждено,0.999,0,"прогиб от поперечных сил; запись рваная, но величины механические"
test3.pdf,8,"f_{1}+f_{2}+f_{3}=1,2\frac{2p_{1}H}{E_{г}(2F_{в} + F_{г})} (3.14)","f_{4} - деформация тела винта на участке между гайкой и пятой; f_{5} - упругое сжатие пяты нажимного винта; 44 где – давление на шейку валка, МПа; H – высота гайки, мм; Е_{г} – модуль упругости материала гайки, 2100000 МПа; F_{в}, F_{г} – площади поперечного сечения винта и гайки, мм^{2}.","{""lines_latex"": [""f_{1}+f_{2}+f_{3}=1,2\\frac{2p_{1}H}{E_{г}(2F_{в} + F_{г})} (3.14)""], ""lines_plain"": [""f1+f2+f3=1,2(2p1H)/(E_{г}(2F_{в} + F_{г})) (3.14)""], ""text_plain"": ""f1+f2+f3=1,2(2p1H)/(E_{г}(2F_{в} + F_{г})) (3.14)"", ""font_size"": 14.040000000000006, ""n_subscript"": 3, ""n_superscript"": 0, ""math_font_ratio"": 0.15789473684210525, ""italic_ratio"": 0.15789473684210525, ""fonts"": {""Times New Roman,Italic"": 3, ""Times New Roman"": 12, ""Symbol"": 3, ""synthetic"": 1}, ""cid_artifacts"": 0}",text_layer,physics,подтверждено,0.992,0,суммарная упругая деформация станины
